Time,Alameda
2024-01-13,668.0
2024-01-14,498.0
2024-01-15,1143.0
2024-01-16,1162.0
2024-01-17,1202.0
2024-01-18,1071.0
2024-01-19,996.0
2024-01-20,636.0
2024-01-21,432.0
2024-01-22,962.0
2024-01-23,1058.0
2024-01-24,1074.0
2024-01-25,1075.0
2024-01-26,999.0
2024-01-27,641.0
2024-01-28,462.0
2024-01-29,976.0
2024-01-30,1033.0
2024-01-31,1077.0
2024-02-01,1040.0
2024-02-02,903.0
2024-02-03,614.0
2024-02-04,428.0
2024-02-05,1002.0
2024-02-06,1044.0
2024-02-07,1031.0
2024-02-08,1009.0
2024-02-09,884.0
2024-02-10,636.0
2024-02-11,429.0
2024-02-12,976.0
2024-02-13,1013.0
2024-02-14,960.0
2024-02-15,958.0
2024-02-16,892.0
2024-02-17,661.0
2024-02-18,463.0
2024-02-19,980.0
2024-02-20,1094.0
2024-02-21,1036.0
2024-02-22,688.0
2024-02-23,829.0
2024-02-24,748.0
2024-02-25,437.0
2024-02-26,1052.0
2024-02-27,1062.0
2024-02-28,1100.0
2024-02-29,1040.0
2024-03-01,989.0
2024-03-02,628.0
2024-03-03,463.0
2024-03-04,1113.0
2024-03-05,1336.0
2024-03-06,1115.0
2024-03-07,1091.0
2024-03-08,1080.0
2024-03-09,604.0
2024-03-10,481.0
2024-03-11,1109.0
2024-03-12,1135.0
2024-03-13,1152.0
2024-03-14,1131.0
2024-03-15,1125.0
2024-03-16,660.0
2024-03-17,551.0
2024-03-18,1191.0
2024-03-19,1078.0
2024-03-20,1068.0
2024-03-21,1059.0
2024-03-22,1084.0
2024-03-23,672.0
2024-03-24,483.0
2024-03-25,1175.0
2024-03-26,1168.0
2024-03-27,1149.0
2024-03-28,1109.0
2024-03-29,495.0
2024-03-30,570.0
2024-03-31,448.0
2024-04-01,1092.0
2024-04-02,1065.0
2024-04-03,1006.0
2024-04-04,1088.0
2024-04-05,1099.0
2024-04-06,665.0
2024-04-07,
